,Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
143,143,0,0.440988641,0.502071522,0.487285187,0.598740253,0.598740253,0.998975674,0.79710434,0.809069495,0.303012366,0.781262886,7570000000.0,323000000.0,0.461362321,0.000671067,0.0,0.167797396,0.167797396,0.167797396,0.194194951,0.317500177,0.015094454,0.096246234,0.154929577,0.022063909,0.847998348,0.688509435,0.688509435,0.217250109,5450000000.0,0.000407455,0.263190899,0.376150292,0.003670503,0.002822878,0.628361598,0.010591014,0.158992654,0.841007346,0.005188525,0.381457134,0.005891708,0.096234957,0.153940125,0.397403349,0.064467766,0.001308675,0.004833979,0.000104135,0.000100614,0.023548387,0.023071839,0.393093779,0.030587844,0.711151701,0.183978243,0.244714076,0.005394732,0.00272897,0.000236388,0.120888257,0.340597327,0.276735846,0.002788902,0.721594202,0.728411838,0.333058378,0.017955556,0.922553676,0.002088318,0.03205599,0.000138879,0.000107685,0.593854167,856000000.0,0.671572046,0.364491274,0.721594202,0.333058378,0.120005985,0.642724553,0.459241572,0.564309158,0.314525112,0.076145839,0,0.769363519,0.010353536,0.616368629,0.59874115,0.837385245,0.282460126,0.026371803,0.561843292,1,0.022676117
151,151,0,0.422610052,0.449356738,0.461320199,0.593515329,0.593515329,0.998871912,0.797259835,0.809180033,0.303501081,0.781470887,9560000000.0,2800000000.0,0.457475487,0.001830183,0.0,0.162024356,0.162024356,0.162024356,0.200056727,0.312973049,0.034605321,0.080938034,0.154929577,0.022255442,0.848120388,0.689544016,0.689544016,0.217615847,5770000000.0,0.000405159,0.26490586,0.363585559,0.009749736,0.007688833,0.630604375,0.005715901,0.113734619,0.886265381,0.028397958,0.369734479,0.005365848,0.080894686,0.153962748,0.405242068,0.230884558,0.000878537,0.007203576,0.000201964,0.01115229,0.047580645,0.067958227,0.371870831,0.000519782,0.815823855,0.544431502,0.622188638,0.05152302,0.008280303,0.002284763,0.119447876,0.329006738,0.277186062,0.004147921,0.992091425,0.736301605,0.331302323,0.0,0.914845821,0.001990592,0.035609465,944000000.0,86600000.0,0.593943042,2330000000.0,0.671569318,0.007389764,0.992091425,0.331302323,0.110933234,0.634395522,0.457378997,0.521316241,0.313272204,0.029921001,0,0.746042285,0.000973314,0.62389587,0.593516044,0.836280373,0.278924305,0.026788442,0.565145419,1,0.03304642
154,154,0,0.523911666,0.585641082,0.566946839,0.601882414,0.601882414,0.99904766,0.797483947,0.809380406,0.303525251,0.781640992,5400000000.0,849000000.0,0.459453293,0.000521052,0.25053143,0.186886351,0.186886351,0.186886351,0.242034603,0.306500672,0.080826414,0.128002606,0.200195827,0.022124924,0.848067226,0.689503794,0.689504457,0.217605407,0.000104854,0.000471089,0.264250025,0.347714318,0.0081435,0.007235301,0.631252312,0.016959848,0.19273211,0.80726789,0.006023172,0.383112308,0.005809447,0.127957725,0.19925345,0.422081045,0.229385307,0.00052347,0.012097329,0.000254318,0.001304202,0.070806452,0.125913958,0.428450284,0.012525624,0.813613071,0.786538532,0.875457342,0.079628336,0.007114822,0.002115522,0.199693717,0.334893921,0.277239786,0.003011788,0.992435979,0.739339202,0.341186635,0.0,0.939090918,0.002501116,0.014529574,0.000178038,0.000164581,0.593949176,4520000000.0,0.671578523,0.076440451,0.992435979,0.341186635,0.110933234,0.657113195,0.461162584,0.528917935,0.318332606,0.035666944,0,0.819018521,0.001751293,0.624013294,0.601877507,0.843084379,0.287078675,0.026964025,0.565866786,1,0.018040026
164,164,0,0.504850583,0.546718273,0.557417421,0.606444313,0.606444313,0.99908036,0.79742944,0.80934343,0.303361379,0.781613483,9460000000.0,0.0,0.471504659,0.000279028,0.213483146,0.19556698,0.19556698,0.19556698,0.222747471,0.333663436,0.037872257,0.116358603,0.176621225,0.022197429,0.848175843,0.690013957,0.690013957,0.217997413,6430000000.0,0.00044853,0.264107824,0.39133229,0.008310739,0.007196623,0.631020465,0.005165103,0.106720682,0.893279318,0.005180656,0.372160203,0.007092717,0.115906981,0.175567453,0.398444314,0.142428786,0.000996216,0.006353937,0.000330556,0.000173994,0.033225806,0.014270817,0.397627824,0.010462532,0.780835732,0.373316228,0.395370911,0.060582051,0.007641604,0.003599568,0.089026853,0.364570746,0.277145255,0.002083917,0.783891601,0.733876674,0.329857253,0.003846459,0.934270538,0.002279158,0.029807174,0.00010285,0.000102232,0.59393684,4610000000.0,0.671577455,0.420486612,0.783891601,0.329857253,0.113190467,0.651701939,0.461346346,0.648123198,0.315847578,0.034968503,0,0.804534685,0.00977197,0.624414884,0.606445896,0.840663458,0.278525029,0.026896195,0.565613957,1,0.035416344
167,167,0,0.475600838,0.542466201,0.526955404,0.600534744,0.600534744,0.998993468,0.797396377,0.809320776,0.303485371,0.781579518,8650000000.0,662000000.0,0.467371229,0.000366037,0.096467254,0.174118242,0.174118242,0.174118242,0.218303867,0.326094645,0.05705038,0.10398176,0.173307223,0.022053937,0.847988126,0.689173678,0.689173678,0.217567448,6530000000.0,0.000441842,0.263209548,0.392021534,0.004272062,0.004172869,0.630951288,0.006902306,0.127278774,0.872721226,0.005318308,0.369908943,0.005365848,0.103929519,0.172332403,0.397289473,0.277361319,0.002988648,0.002115986,19100000.0,0.000528792,0.061129032,0.064632875,0.399018566,0.015674019,0.726176983,0.247066892,0.236696515,0.069575895,0.004410891,0.003625405,0.101581896,0.354265611,0.27697486,0.0,0.7537109,0.730151495,0.330883158,0.0,0.933575122,0.002259946,0.036134166,218000000.0,2900000000.0,0.59390526,2740000000.0,0.671570783,0.269114742,0.7537109,0.330883158,0.110933234,0.637946932,0.458281451,0.620928894,0.313750872,0.066099272,0,0.80229358,0.00047482,0.623644051,0.600529595,0.840556337,0.279784552,0.02689342,0.565602985,1,0.029200585
168,168,0,0.528396627,0.581879634,0.583328872,0.613261938,0.613261938,0.999185623,0.797601813,0.809500058,0.303442107,0.781774045,9840000000.0,1020000000.0,0.470880619,0.000326033,0.074703917,0.21322321,0.21322321,0.21322321,0.239292805,0.328464314,0.026634602,0.12311701,0.191308277,0.022095704,0.848039016,0.689416684,0.689416684,0.217595658,7930000000.0,0.000512663,0.264037889,0.380909802,0.010356286,0.007108038,0.630941357,0.004752004,0.101067207,0.898932793,0.005157491,0.3740178,0.007553988,0.123104858,0.190234522,0.397620384,0.089955022,0.001053027,0.006010665,0.000100122,9230000000.0,0.024032258,0.012769708,0.401506072,0.020602017,0.78355349,0.210816768,0.284410493,0.054437027,0.007479208,0.005526161,0.0519091,0.354484685,0.277316664,0.007780974,0.477023512,0.733991174,0.328262807,0.018968059,0.944128365,0.002535214,0.014621247,0.000132646,0.000101241,0.593956597,7160000000.0,0.671558378,0.535017532,0.477023512,0.328262807,0.118764223,0.62923905,0.455868485,0.610436065,0.312623897,0.02820075,0,0.822083855,0.005313905,0.62697782,0.613259548,0.84188268,0.278225565,0.026867043,0.565495995,1,0.037544253
171,171,0,0.496611905,0.550643262,0.550457733,0.605384915,0.60454172,0.999053668,0.797429025,0.809348118,0.303416487,0.78164408,9070000000.0,238000000.0,0.457119851,0.000212021,0.106387286,0.177362943,0.177362943,0.177362943,0.227569254,0.309294758,0.037010149,0.111228727,0.176771861,0.02211835,0.848035028,0.689294286,0.689294286,0.217598213,0.00010207,0.000507223,0.263821868,0.365187586,0.011686703,0.007670742,0.631810866,0.015214437,0.185234453,0.814765547,0.005272201,0.386772702,0.005365848,0.110760988,0.175295981,0.404966085,0.131934033,0.001166648,0.005420614,9530000000.0,0.000180803,0.044354839,0.035744606,0.403021189,0.029951047,0.817410871,0.359687241,0.502699116,0.117597808,0.008105762,0.007677584,0.080978871,0.335266717,0.277298902,0.009597019,0.410345058,0.739261592,0.331868873,0.022164818,0.933959476,0.002300098,0.018282006,0.000177222,0.000129207,0.593977883,0.000115126,0.671562886,0.373475,0.410345058,0.331868873,0.138892244,0.630491655,0.457553273,0.532495116,0.311483561,0.025038023,0,0.803454817,0.001516125,0.624009426,0.605382363,0.84096506,0.285812994,0.027180391,0.566514758,1,0.018927844
180,180,0,0.592356067,0.635739206,0.630815354,0.609896366,0.609896366,0.999140444,0.797645943,0.809513729,0.303613713,0.781787379,8960000000.0,1950000000.0,0.472521242,0.000307031,0.175321389,0.235514728,0.235514728,0.235514728,0.262739907,0.331930395,0.048641045,0.135982412,0.222038111,0.022201174,0.848163232,0.689684649,0.689683928,0.217622364,0.000115718,0.000669551,0.264845249,0.383424612,0.018562813,0.015835566,0.63064821,0.002339981,0.060132418,0.939867582,0.005684547,0.36993131,0.005365848,0.135961698,0.215571978,0.397527943,0.179910045,0.00151157,0.004182446,0.000229861,0.000352528,0.03483871,0.013894805,0.400262319,0.005688695,0.842555755,0.444333536,0.495406369,0.250469479,0.016082054,0.026103464,0.050550194,0.366490379,0.277078744,0.006755765,0.769218797,0.736702139,0.327855865,0.001270252,0.951715704,0.002785073,0.015153151,0.00012955,0.000120744,0.593981031,0.000187114,0.671634645,0.239107672,0.769218797,0.327855865,0.111681613,0.7509036,0.503183148,0.616968487,0.327247148,0.015801852,0,0.845207807,0.003013214,0.624563416,0.609891373,0.842914652,0.276476226,0.026800381,0.565201999,1,0.064162876
189,189,0,0.606103447,0.673408199,0.658439959,0.636208363,0.636208363,0.999570049,0.801278626,0.812640157,0.309062331,0.78515637,8200000000.0,0.0,0.49672127,0.000305031,0.092620711,0.224390038,0.224390038,0.224390038,0.279096152,0.327544741,0.004038296,0.106668838,0.226632522,0.022282718,0.848223793,0.689471852,0.689471852,0.217601757,7810000000.0,0.000462729,0.264387564,0.3697515,0.005572526,0.005688177,0.630654032,0.001795566,0.048402213,0.951597787,0.008472079,0.371528329,0.008958516,0.106649079,0.225714501,0.393678919,0.014992504,0.008846236,0.000714722,19100000.0,9460000000.0,0.010806452,0.036846202,0.466746568,0.047327463,0.749696343,0.039395214,0.037741641,0.047356843,0.005711318,0.017246621,0.014124779,0.369311261,0.27697486,0.0,0.25824974,0.731873665,0.326623836,0.090141684,0.971455383,0.009277016,0.001857617,0.000117942,0.000129611,0.593908834,0.000365058,0.671603107,0.07270107,0.25824974,0.326623836,0.115444767,0.648099603,0.461843444,0.612132895,0.315144934,0.051403108,0,0.872834407,0.012745845,0.623812644,0.636203666,0.844316065,0.276081448,0.026802937,0.565213948,1,0.079368782
193,193,1,0.40116024,0.45638901,0.449006906,0.59456752,0.595187305,0.998942627,0.797066435,0.809017286,0.303015508,0.78128029,5170000000.0,391000000.0,0.456953776,0.000481048,0.0,0.154860731,0.154860731,0.154860731,0.179256878,0.304024899,0.027814329,0.092826317,0.138510206,0.022075476,0.847608456,0.688708035,0.688708035,0.217536422,6040000000.0,0.000352206,0.263127181,0.344854886,0.007130711,0.002374961,0.629978699,0.024258839,0.215648336,0.784351664,0.011874126,0.393734497,0.011222214,0.092929145,0.138481261,0.419673563,0.104947526,0.001107808,0.005706674,4600000000.0,0.000913093,0.041612903,0.059474465,0.388378825,0.00235,0.780154743,0.336470006,0.667783714,0.007699946,0.003464039,0.000235454,0.173435961,0.330371297,0.278570921,0.009820646,0.768851452,0.736376854,0.342850749,0.007269717,0.914539521,0.001994726,0.0369192,0.000248195,0.000124852,0.593943568,779000000.0,0.67156514,0.017031451,0.768851452,0.342850749,0.127560682,0.633782742,0.458183602,0.493494943,0.311461323,0.040566086,0,0.745100943,0.002818043,0.622553154,0.594562876,0.83146459,0.292372455,0.02662309,0.564205462,1,0.015703499
197,197,0,0.516452981,0.595944178,0.580759141,0.599396071,0.599388864,0.998971283,0.797557544,0.809493548,0.303813356,0.781766466,9040000000.0,8170000000.0,0.473395234,780000000.0,0.0,0.213349627,0.213349627,0.213349627,0.254325423,0.340312655,0.044270006,0.097386206,0.198237554,0.022112866,0.848220322,0.689492829,0.689492829,0.217605994,6470000000.0,0.000456266,0.264191746,0.390698931,0.01053226,0.01017359,0.630642046,0.00624299,0.120022977,0.879977023,0.007846192,0.371830287,0.005424344,0.097391177,0.197270191,0.398759149,0.124437781,0.000945492,0.006682692,0.000634554,0.001077253,0.031935484,0.037871422,0.393285995,0.004894471,0.801921771,0.429470856,0.436014402,0.109762889,0.010069036,0.007450655,0.077867515,0.362840109,0.277040371,0.001550601,0.609228396,0.735489684,0.329638328,0.008187248,0.945723916,0.002703436,0.013669348,0.000134557,0.000138314,0.593958118,9620000000.0,0.671570346,0.064334783,0.609228396,0.329638328,0.116618497,0.640048897,0.458666926,0.651359412,0.314114083,0.027738557,0,0.833850088,0.059900401,0.624151232,0.599392031,0.842996546,0.27930678,0.026801505,0.565207261,1,0.031159903
201,201,0,0.481402038,0.537505451,0.528989775,0.588621917,0.588621917,0.998834475,0.797434697,0.809337962,0.303884899,0.78159622,5450000000.0,1380000000.0,0.468079146,0.000344034,0.399534366,0.223547259,0.223547259,0.223547259,0.216602061,0.331541345,0.015381823,0.086149336,0.172930632,0.021817302,0.84784657,0.689150566,0.689150566,0.217564598,6510000000.0,0.000494895,0.263462868,0.385017324,0.00791386,0.006910904,0.63265058,0.004641662,0.099495117,0.900504883,0.006452731,0.37313094,0.007102467,0.086276809,0.171932735,0.395861328,0.043478261,0.000428109,0.014752132,0.000195086,0.000180803,0.016612903,0.010240442,0.387632573,0.006914336,0.774887994,0.350764639,0.363683223,0.057779994,0.007439281,0.003554686,0.085964881,0.356991178,0.277130106,0.001581029,0.810095599,0.733434507,0.329601238,0.004294142,0.933450344,0.002291617,0.00608466,0.000345489,0.000339674,0.593974119,0.00014581,0.671587117,0.116713585,0.810095599,0.329601238,0.113170456,0.650526674,0.461193177,0.617942152,0.315635622,0.036673564,0,0.798141834,0.004189107,0.622827913,0.58861793,0.840193729,0.278145321,0.027478819,0.567144743,1,0.038176944
205,205,0,0.551845171,0.596652857,0.591626961,0.605493017,0.605493017,0.999072734,0.797498749,0.80938965,0.303498423,0.781664431,8680000000.0,0.0,0.467654731,0.000656066,0.261767385,0.177152248,0.177152248,0.177152248,0.234376477,0.354000141,0.044693498,0.118557121,0.245989305,0.022219095,0.848396076,0.690326703,0.690326703,0.217716705,0.000127821,0.001438346,0.26494549,0.389786148,0.015160015,0.012076303,0.63087492,0.006456378,0.122441576,0.877558424,0.006609488,0.369637181,0.005365848,0.118545117,0.188077822,0.402756882,0.268365817,0.001002303,0.00630441,0.000379471,0.001600749,0.073387097,0.0209979,0.399776124,0.002196392,0.883700869,0.771356266,0.808578802,0.345136853,0.013977776,0.018161626,0.100584372,0.355309627,0.277046538,0.003405042,0.775249066,0.741303425,0.330708212,0.0,0.942438314,0.002427792,0.024546635,0.000147808,0.000146321,0.593981278,0.000178878,0.671617121,0.088054196,0.775249066,0.330708212,0.110933234,0.754819703,0.482425087,0.623020913,0.332372976,0.019346181,0,0.824382162,0.000310314,0.624380149,0.605489906,0.842288678,0.279461762,0.026854926,0.565445156,1,0.030481413
217,217,0,0.469068396,0.532871784,0.518550244,0.596181842,0.596181842,0.998975905,0.797428749,0.809321557,0.303578425,0.781606887,3420000000.0,187000000.0,0.462397356,0.000548055,0.684178561,0.174118242,0.174118242,0.174118242,0.216602061,0.320400368,0.011328403,0.096001954,0.171876177,0.022138088,0.848125646,0.689509564,0.689509564,0.217740276,6090000000.0,0.000446933,0.263980387,0.38145002,0.00894537,0.001831596,0.646518883,0.012218787,0.169513559,0.830486441,0.005751121,0.378268688,0.005495028,0.095990685,0.170929794,0.412607864,0.04047976,0.000578252,0.010921496,1010000000.0,0.000174751,0.019354839,0.059036764,0.394959408,0.043328045,0.815297912,0.231279154,0.720667442,0.026626655,0.002740802,0.000939292,0.150275891,0.343226121,0.278031078,0.016368981,0.844812619,0.738158048,0.335430737,0.00060765,0.932182312,0.002268829,0.00440823,0.000723319,0.000233156,0.594079573,7010000000.0,0.671568203,0.121649118,0.844812619,0.335430737,0.111893507,0.640916986,0.458970809,0.578668744,0.314128587,0.032548915,0,0.796947496,0.042056736,0.618213099,0.596177955,0.840148541,0.283640241,0.026922229,0.565714411,1,0.021036874
219,219,0,0.51542924,0.575337985,0.557738637,0.599266349,0.599266349,0.999020044,0.79747786,0.809374938,0.303571899,0.781636501,3970000000.0,0.0,0.463393808,0.000142014,0.262577184,0.199570182,0.199570182,0.199570182,0.2411837,0.325847068,0.083155618,0.118231414,0.1996686,0.022118239,0.848083002,0.68943567,0.689435554,0.21759666,7340000000.0,0.000486286,0.264039443,0.383378041,0.009852699,0.008814865,0.63067321,0.010238102,0.156483357,0.843516643,0.007151227,0.371614443,0.005440187,0.118243848,0.198280673,0.414498213,0.230884558,0.000499122,0.012688234,0.000257949,0.002078856,0.063064516,0.120702672,0.415865765,0.007555355,0.83929307,0.759514813,0.834161321,0.103330403,0.008704409,0.003462563,0.158224264,0.346466116,0.277139407,0.003318792,0.963736424,0.739680324,0.335019476,0.0,0.943496956,0.002622911,0.010653754,0.000145349,0.000137027,0.593957014,5110000000.0,0.671577925,0.05518575,0.963736424,0.335019476,0.110933234,0.657641405,0.461674396,0.593993994,0.31747112,0.02961493,0,0.820465971,0.002451845,0.624407274,0.599262142,0.842445718,0.282203981,0.02680524,0.565224663,1,0.023099848
222,222,0,0.418466338,0.477158744,0.466084908,0.59798354,0.598113262,0.998953604,0.797280171,0.809212322,0.30336573,0.781462325,8780000000.0,3920000000.0,0.457958615,0.000273027,0.0,0.161097299,0.161097299,0.161097299,0.189184079,0.305545731,0.055447162,0.093396303,0.150033893,0.02209169,0.847821701,0.687703924,0.687703924,0.217397966,6550000000.0,0.000397249,0.263039373,0.341278268,0.007094518,0.006010703,0.630256777,0.017993051,0.196722798,0.803277202,0.005489025,0.384295533,0.005365848,0.093417689,0.149453284,0.421230321,0.218890555,0.000515354,0.012291166,0.000323487,0.000892667,0.071129032,0.032278249,0.391182922,0.004599471,0.784035109,0.704733883,0.776061326,0.049850271,0.006279773,0.00130716,0.202332926,0.330512891,0.27738722,0.002460027,0.985475874,0.736016191,0.341984572,0.0,0.920417346,0.002091899,0.04153774,0.000135795,0.00012794,0.593930729,2490000000.0,0.671571832,0.12434301,0.985475874,0.341984572,0.110933234,0.641726042,0.459117439,0.5004969,0.314234216,0.040767001,0,0.762374194,0.000745034,0.623771559,0.597982551,0.835436744,0.287827771,0.026688846,0.564618266,1,0.017595099
225,225,0,0.469555891,0.536415177,0.521548263,0.599295176,0.599295176,0.998971052,0.797384618,0.809321427,0.303511716,0.781571518,8920000000.0,0.0,0.462253089,0.000319032,0.0,0.183515233,0.183515233,0.183515233,0.214805711,0.318136804,0.011676271,0.095757674,0.170143858,0.022037043,0.847946246,0.689145632,0.689145632,0.217563383,5840000000.0,0.000441767,0.263596522,0.375842927,0.002588447,0.001937025,0.633419063,0.004401827,0.096018381,0.903981619,0.005499703,0.374318639,0.00584357,0.095746413,0.169135058,0.394746678,0.053973013,0.002108082,0.003000636,0.000428768,9380000000.0,0.017903226,0.027575166,0.392901563,0.037411704,0.726543483,0.05504016,0.068373616,0.012693845,0.002127456,0.001351088,0.049486662,0.34191172,0.276885085,0.001548046,0.477853363,0.730446242,0.328115561,0.07120832,0.935786293,0.002257324,0.008382624,411000000.0,3700000000.0,0.593869724,2460000000.0,0.671545003,0.305797599,0.477853363,0.328115561,0.118350338,0.62468812,0.454508228,0.568540827,0.312042917,0.104758677,0,0.797287648,0.002584608,0.622952243,0.599294658,0.84013237,0.277971633,0.034232337,0.569570637,1,0.039652093
242,242,0,0.487641983,0.558329699,0.540285883,0.610746768,0.610746768,0.999169562,0.797615508,0.809512427,0.303499873,0.781785694,7420000000.0,0.0,0.461389161,0.000557056,0.072881871,0.18941469,0.18941469,0.18941469,0.237118276,0.317570913,0.023034923,0.117661428,0.189199367,0.022028004,0.847989514,0.689277551,0.689277551,0.217579381,4390000000.0,0.000452548,0.263687437,0.366072427,0.009143809,0.000205867,0.632286544,0.015346666,0.185839103,0.814160897,0.264241324,0.385312123,0.005365848,0.117307473,0.18822864,0.427117064,0.047976012,0.001736784,0.00363936,516000000.0,0.057557375,0.025322581,0.157684003,0.50171864,0.000288566,0.839539817,0.027218959,0.951029616,0.0137368,0.000162038,0.00037596,0.193832614,0.340664182,0.278399639,0.023535813,0.998396338,0.741743648,0.339849142,0.0,0.941313897,0.002776617,0.005866551,0.000703622,1630000000.0,0.594082163,2670000000.0,0.671574313,0.00041034,0.998396338,0.339849142,0.110933234,0.644268601,0.459459193,0.564674227,0.314900041,0.031859439,0,0.814737146,0.005205484,0.620140845,0.610744092,0.842366936,0.285908742,0.02679996,0.565200024,1,0.018853683
